Facility Name,Full Address,Parish,Subprogram Code
Pine Belt Multi-Purpose Agency Head Start - Bienville Parish Head Start,"1556 South Main Street 
Gibsland, LA 71028",Bienville,Early Learning Center III
Pine Knoll Learning Center,"79225 Hwy 40 
Covington, LA 70435",St. Tammany,Early Learning Center II
"Pitter Patter Childcare, LLC","4941 Highway 19 
Zachary, LA 70791",East Baton Rouge,Early Learning Center II
Planet Kids Academy,"317 Highway 21 
Madisonville, LA 70447",St. Tammany,Early Learning Center II
Play & Learn,"600 Old Spanish Trail 
Scott, LA 70583",Lafayette,Early Learning Center I
Play 2 Learn Child Care and Enrichment Center,"111 Freestate Blvd, Suite 107 
Shreveport, LA 71107",Caddo,Early Learning Center III
Play and Learn Northshore Academy,"2433 Monroe Street 
Mandeville , LA 70448",St. Tammany,Early Learning Center II
Play and Learn Preschool,"943 Prater Road 
Sulphur, LA 70663",Calcasieu,Early Learning Center II
Playdates Drop-In Hourly Child Care,"8821 Bluebonnet Blvd. 
Baton Rouge, LA 70810",East Baton Rouge,Early Learning Center I
Playhowse West,"705 Splane Drive 
West Monroe, LA 71291",Ouachita,Early Learning Center III
Plaza 28 Learning Center,"6501 Coliseum Blvd. Suite 700F 
Alexandria, LA 71303",Rapides,Early Learning Center III
Pleasant Beginning Day Care Center,"434 Naquin Street 
Houma, LA 70360",Terrebonne,Early Learning Center III
Plume Academy,"4970 Barksdale Blvd 800 
Bossier , LA 71112",Bossier,Early Learning Center II
"Polly's Daycare, Inc","5700 Shreveport Highway 
Pineville, LA 71360",Rapides,Early Learning Center II
Polly's Too,"6996 Shreveport Highway 
Pineville, LA 71360",Rapides,Early Learning Center III
Ponchatoula Early Head Start,"199 South 4th Street 
Ponchatoula, LA 70454",Tangipahoa,Early Learning Center III
Poplar Grove Baptist Church Day Care,"2303 Court Street 
Port Allen, LA 70767",West Baton Rouge,Early Learning Center III
Positive Outlook dba Little School Daycare,"118 Reid Avenue 
Amite, LA 70422",Tangipahoa,Early Learning Center II
Precious Beginnings,"509 Avenue G 
Kentwood , LA 70444",Tangipahoa,Early Learning Center III
Precious Beginnings Academy,"3908 South MacArthur Drive 
Alexandria , LA 71301",Rapides,Early Learning Center III
Precious Heart Childcare Inc.,"2028 Moss Street 
Lafayette, LA 70501",Lafayette,Early Learning Center III
Precious Little Lambs,"512 Westwood Drive 
Marrero, LA 70072",Jefferson,Early Learning Center III
Precious Moments Head Start,"1600 North State Street 
Abbeville, LA 70510",Vermilion,Early Learning Center III
Precious Tots Daycare,"57940 Plaquemine Street 
Plaquemine, LA 70764",Iberville,Early Learning Center III
Pride and Hope Ministry Childcare Center,"29825 Hwy 21 
Angie, LA 70426",Washington,Early Learning Center III
"Primary Colors Learning Center of Mandeville, LLC","330 Lakeview Court 
Covington, LA 70433",St. Tammany,Early Learning Center II
Primary Colors Learning Center of Slidell,"1980 Rosemeade Drive 
Slidell, LA 70461",St. Tammany,Early Learning Center II
Prime Step Daycare and Learning Center,"3301 Florida Avenue 
Kenner, LA 70065",Jefferson,Early Learning Center III
Prime Step II Daycare & Learning Center,"4820 Wasbash Street 
Metairie, LA 70001",Jefferson,Early Learning Center III
PRIME TIME Head Start- Stubbs Center,"1201 Stubbs Avenue 
Monroe, LA 71202",Ouachita,Early Learning Center III
PRIME TIME Head Start--Ransom Center,"420 Wheelis Street 
West Monroe, LA 71292",Ouachita,Early Learning Center III
PRIME TIME Head Start-MLK Jr. High Center,"3716 Nutland Road 
Monroe, LA 71202",Ouachita,Early Learning Center III
Prime Time Head Start-Robinson Place Center,"5307 Robinson Drive 
Monroe, LA 71202",Ouachita,Early Learning Center III
Principal's List Preschool,"104 Barbados Drive 
Youngsville, LA 70592",Lafayette,Early Learning Center II
Principal's List Preschool,"7659 Johnston Street 
Maurice, LA 70555",Lafayette,Early Learning Center I
Principal's List Preschool,"619 Lafayette Street 
Youngsville, LA 70592",Lafayette,Early Learning Center II
Priscilla R. Edwards Head Start,"1962 Jackson Avenue 
New Orleans, LA 70113",Orleans,Early Learning Center III
Prize Possessions,"111 Park Street 
Sulphur , LA 70663",Calcasieu,Early Learning Center III
Providence House CDC,"825 Cotton Street 
Shreveport, LA 71101",Caddo,Early Learning Center III
Pumpkin Patch of Eunice,"150 N 9th Street 
Eunice, LA 70535",St. Landry,Early Learning Center III
Punkin Patch Academy,"800 North Morrison Blvd 
Hammond, LA 70401",Tangipahoa,Early Learning Center III
Quad Area Head Start (Clinton),"3585 Highway 63 East 
Clinton, LA 70722",East Feliciana,Early Learning Center III
Quad Area Head Start (Jackson),"3531 Cottage Street 
Jackson, LA 70748",East Feliciana,Early Learning Center III
R U Kidding Learning Center,"187 Monarch Drive 
Houma, LA 70364",Terrebonne,Early Learning Center III
Raceland Head Start,"3603 Highway 308 
Raceland, LA 70394",Lafourche,Early Learning Center III
Radiance Child Development Center,"906 North 29th St 
Monroe, LA 71201",Ouachita,Early Learning Center III
Rainbow Academy and Preschool,"2224 Laharpe Street 
New Orleans, LA 70119",Orleans,Early Learning Center III
Rainbow Academy and Preschool Too,"3001 Annette Street 
New Orleans, LA 70122",Orleans,Early Learning Center III
Rainbow Years Child Care Center,"153 Field Dr. 
Wisner, LA 71378",Franklin,Early Learning Center III
Raising Angels Learning Center,"11745 Haymarket Avenue 
Baton Rouge , LA 70816",East Baton Rouge,Early Learning Center III
Ray Smith Memorial Early Learning Center,"7067 Highway 10 
Greensburg, LA 70441",St. Helena,Early Learning Center III
Rayne Early Childhood Program,"3900 Saint Charles Avenue 
New Orleans, LA 70115",Orleans,Early Learning Center III
"Raynebeau's Learning Center, LLC","404 Gossen Memorial Drive 
Rayne, LA 70578",Acadia,Early Learning Center III
Ready Set Go Child Development Center LLC,"493 Vancil Road 
West Monroe, LA 71292",Ouachita,Early Learning Center II
Ready Set Grow Child Development Center,"212 East Telephone Road 
Lake Charles, LA 70611",Calcasieu,Early Learning Center III
Red River Parish School Head Start,"1001 Ashland Road 
Coushatta, LA 71019",Red River,Early Learning Center III
Ree's Anointed Child Care,"127 Monterey Street 
New Iberia, LA 70563",Iberia,Early Learning Center III
ReNEW Early Childhood Center,"3649 Laurel Street 
New Orleans, LA 70115",Orleans,Early Learning Center III
Rezzie's Child Care,"1527 Allo Street 
Marrero, LA 70072",Jefferson,Early Learning Center II
Rhema Christian Learning Center,"7850 Plank Road 
Baton Rouge, LA 70811",East Baton Rouge,Early Learning Center III
Richard's Country Manor Day School,"17080 Medical Center Drive 
Baton Rouge , LA 70816",East Baton Rouge,Early Learning Center III
Richardson Day Care and Early Learning Center,"14885 Old Hammond Highway 
Baton Rouge, LA 70816",East Baton Rouge,Early Learning Center III
Ringgold Elementary School,"4044 Bienville Road, Suite A 
Ringgold, LA 71068",Bienville,Early Learning Center III
Rising Angels Daycare Learning Center,"5466 Washington Avenue 
Baton Rouge, LA 70806",East Baton Rouge,Early Learning Center III
Rising Starz Early Learning Center,"3206 Highway 19 
Zachary, LA 70791",East Baton Rouge,Early Learning Center III
"River Road Day Care, Inc.","5521 North River Road 
Port Allen, LA 70767",West Baton Rouge,Early Learning Center I
Riverbend Preschool,"163 Longview Dr 
Destrehan, LA 70047",St. Charles,Early Learning Center II
Riverlands dba Little Leaders Learning,"480 North West 3rd Street 
Reserve, LA 70084",St. John,Early Learning Center III
Riverside Academy,"332 Railroad Avenue 
Reserve, LA 70084",St. John,Early Learning Center I
Riverside Baptist Preschool,"9220 Jefferson Highway 
River Ridge, LA 70123",Jefferson,Early Learning Center I
Riverside Educational Development Center,"142 New Roads Street 
New Roads, LA 70760",Pointe Coupee,Early Learning Center III
Robert Head Start & Early Head Start,"22476 Highway 190 
Robert, LA 70455",Tangipahoa,Early Learning Center III
Rocking Horse's Adventureland,"1953 West Shore Drive 
Port Allen, LA 70767",West Baton Rouge,Early Learning Center I
Romper Room Playhouse,"17611 Highway 42 
Livingston, LA 70754",Livingston,Early Learning Center I
"Room to Grow Day Care Preschool and Learning Center, Inc.","250 Katherine Drive 
Crowley, LA 70526",Acadia,Early Learning Center III
Rosa's Child Development Center,"229 Saint Deporres Street 
Broussard, LA 70583",Lafayette,Early Learning Center III
Rosary Child Development Center,"5100 Willowbrook Drive 
New Orleans, LA 70129",Orleans,Early Learning Center II
Rosas Infants & Toddlers Centers,"165 Champagne Street 
Lafayette, LA 70501",Lafayette,Early Learning Center III
Rosenwald Elementary Head Start Center,"1100 New Roads Street 
New Roads, LA 70760",Pointe Coupee,Early Learning Center III
Rougon Elementary Head Start Center,"13258 LA Hwy 416 
Rougon, LA 70773",Pointe Coupee,Early Learning Center III
"Roy ""Hoppy"" Hopkins Head Start Center","210 Allen Street 
Oil City, LA 71061",Caddo,Early Learning Center III
Royal Castle Child Development Center,"3800 Eagle Street 
New Orleans, LA 70118",Orleans,Early Learning Center III
Ruston Early Learning Center LLC,"900 McDonald Avenue 
Ruston, LA 71270",Lincoln,Early Learning Center III
"S & C Preschool Academy, LLC","1701 Saint Etienne Road 
Broussard, LA 70518",Lafayette,Early Learning Center II
Safe Haven Daycare,"1414 White Street 
Winnsboro, LA 71295",Franklin,Early Learning Center III
Saint Rest Early Learning Center,"611 East Union Street 
Minden, LA 71055",Webster,Early Learning Center III
Salem Christian Learning Center,"109 Church Road 
Stonewall, LA 71078",DeSoto,Early Learning Center I
Sam's Kid Safari Early Learning Center,"379-B Sucre Circle 
Abbeville, LA 70510",Vermilion,Early Learning Center III
Sam's Kid Safari Preschool and Aftercare,"1508-B Veterans Memorial Drive 
Abbeville, LA 70510",Vermilion,Early Learning Center III
Samantha's Daycare,"15020 Highway 1064 
Tickfaw, LA 70466",Tangipahoa,Early Learning Center III
Sandra's ABC Childcare Center,"171 Kimble Lane 
Ruston, LA 71270",Lincoln,Early Learning Center III
Sandy's Playhouse,"111 Moonraker Drive 
Slidell, LA 70458",St. Tammany,Early Learning Center I
Sandys Kidz II llc,"1810 Avenue F 
Bogalusa, LA 70427",Washington,Early Learning Center III
Sarah Allen Child Development Center,"2321 Thalia St 
New Orleans, LA 70113",Orleans,Early Learning Center III
"Sarah's Daycare Center, Inc","218 N. Domingue Avenue 
Lafayette, LA 70506",Lafayette,Early Learning Center I
Save the Children at Carter C. Raymond,"2510 St. Charles Avenue 
Lecompte, LA 71346",Rapides,Early Learning Center III
Save The Children Head Start (Lakeview),"600 Lakeview 
Pineville, LA 71360",Rapides,Early Learning Center III
Save The Children Head Start (Lee),"3001 Lee Street 
Alexandria, LA 71301",Rapides,Early Learning Center III
Save the Children Head Start (McKeithen),"521 McKeithen Drive 
Alexandria, LA 71303",Rapides,Early Learning Center III
Save the Children Head Start (Summerwood),"2913 Summerwood Lane 
Alexandria, LA 71303",Rapides,Early Learning Center III
Save the Children Head Start - Jackson,"1335 Jackson Street 
Alexandria, LA 71301",Rapides,Early Learning Center III
Save the Children Head Start @ The Bayou,"1005 Seip Drive 
Alexandria, LA 71303",Rapides,Early Learning Center III
Save the Children Head Start Jefferson Davis in Elton,"209 Al Woods  Washington 
Elton, LA 70532",Jefferson Davis,Early Learning Center III
Save the Children Head Start Jefferson Davis in Jennings,"306 S. Lake Arthur Avenue 
Jennings, LA 70546",Jefferson Davis,Early Learning Center III
Save the Children Head Start- Pines,"3150 Military Parkway 
Pineville, LA 71360",Rapides,Early Learning Center III
Schriever 1 and 2 Head Start,"162 Highway 311 
Schriever, LA 70395",Terrebonne,Early Learning Center III
Scribbles and Giggles Learning Center,"29270 Juban Road 
Denham Springs, LA 70726",Livingston,Early Learning Center III
SEA 3 Academy,"7391 Read Blvd. 
New Orleans , LA 70127",Orleans,Early Learning Center III
Second Baptist Christian Academy,"910 N. Acadian Thruway West 
Baton Rouge, LA 70802",East Baton Rouge,Early Learning Center III
Senator Circle Head Start,"215 A & B and 216 A & B Senator Circle 
Houma, LA 70363",Terrebonne,Early Learning Center III
Sentino Early Childhood Academy Too,"10080 Morrison Road 
New Orleans, LA 70127",Orleans,Early Learning Center III
Sept Scholarly Education of Precious Tots,"4345 Harding Street 
Baker, LA 70714",East Baton Rouge,Early Learning Center III
"Serenity Child Care, LLC","5488 Greenwell Street 
Baton Rouge, LA 70805",East Baton Rouge,Early Learning Center III
"Seven Oaks Academy of Louisiana, Inc","1901 36th Street 
Kenner, LA 70065",Jefferson,Early Learning Center I
"Sharon's Lil Angels Day Care, Inc.","605 Maxwell Drive 
Jonesboro, LA 71251",Jackson,Early Learning Center III
Shelia's Kiddie Cottage,"4349 General Meyer Avenue 
New Orleans, LA 70131",Orleans,Early Learning Center III
Shiloh Baptist Church Early Learning Academy,"185 Eddie Robinson Drive 
Baton Rouge, LA 70802",East Baton Rouge,Early Learning Center III
Shiloh Gardens,"1629 Simon Bolivar 
New Orleans, LA 70115",Orleans,Early Learning Center III
Shining Stars Ruston,"107 Greene Lane 
Ruston, LA 71270",Lincoln,Early Learning Center III
Ships Ahoy Children Academy,"1639 Ryan Street 
Lake Charles, LA 70601",Calcasieu,Early Learning Center III
"Shirley Honore Love Center Learning Academy, LLC","5401 South Claiborne Avenue 
New Orleans, LA 70125",Orleans,Early Learning Center III
SIHAF Early Learn & Play,"350 Hearne Avenue 
Shreveport, LA 71103",Caddo,Early Learning Center III
Silliman Institute Daycare,"10830 Bank Street 
Clinton, LA 70722",East Feliciana,Early Learning Center I
Slidell Head Start and Early Head Start,"61260 Airport Road 
Slidell, LA 70460",St. Tammany,Early Learning Center III
SLP Eunice Head Start/Early Head Start,"101 City Avenue 
Eunice, LA 70535",St. Landry,Early Learning Center III
SLP Grand Coteau Head Start/Early Head Start,"361 Burleigh Lane 
Grand Coteau, LA 70541",St. Landry,Early Learning Center III
SLP Krotz Springs Head Start/Early Head Start,"386 Todd Avenue 
Krotz Springs, LA 70750",St. Landry,Early Learning Center III
SLP Lawtell Head Start/Early Head Start,"9675 Highway 190 West 
Lawtell, LA 70550",St. Landry,Early Learning Center III
SLP LeBeau Head Start/Early Head Start,"6656 Highway 10 
LeBeau, LA 71345",St. Landry,Early Learning Center III
SLP Leonville Head Start/Early Head Start,"4157 Highway 31 
Leonville, LA 70551",St. Landry,Early Learning Center III
SLP Melville Head Start/Early Head Start,"220 Landrum Street 
Melville, LA 71353",St. Landry,Early Learning Center III
SLP Opelousas Head Start/Early Head Start,"910 West Martin Luther King 
Opelousas, LA 70570",St. Landry,Early Learning Center III
SLP Port Barre Head Start/Early Head Start,"1321 Saizan Street 
Port Barre, LA 70577",St. Landry,Early Learning Center III
SLP Washington Head Start/Early Head Start,"688 Highway 10 
Washington, LA 70589",St. Landry,Early Learning Center III
Small Steps Child Care,"5021 Highway 107 
Pineville, LA 71360",Rapides,Early Learning Center III
Small World Academy,"3303 North Claiborne Avenue 
New Orleans, LA 70117",Orleans,Early Learning Center III
Small World Christian Academy,"1101 Franklin St. 
Gretna, LA 70053",Jefferson,Early Learning Center III
Small World Daycare,"117 ovide rd. 
Lafayette, LA 70520",Lafayette,Early Learning Center III
Small World Daycare and Learning Center,"13 Storehouse Lane 
Destrehan, LA 70047",St. Charles,Early Learning Center III
Small World Infant and Child Development Center,"6446 Cypress St. 
West Monroe, LA 71291",Ouachita,Early Learning Center III
Smart Cats,"734 South Beulah Street 
Eunice, LA 70535",St. Landry,Early Learning Center III
"Smart Child Care, LLC  dba Rocking Horse Child Care Center","2253 American Way 
Port Allen, LA 70767",West Baton Rouge,Early Learning Center III
"Smart Start Child Care Center, LLC","2933 Sandra Drive 
New Orleans, LA 70114",Orleans,Early Learning Center III
Snow White Head Start,"8931 Highway 182 West 
Franklin, LA 70538",St. Mary,Early Learning Center III
"Soaring Angels Learning Center, LLC","501 Lapalco Boulevard, Suite C 
Gretna, LA 70056",Jefferson,Early Learning Center III
Sonshine Early Development Center,"347 Barton Avenue 
Luling, LA 70070",St. Charles,Early Learning Center I
South Cameron Early Learning Center,"753 Oak Grove Highway 
Grand Chenier, LA 70643",Cameron,Early Learning Center III
South Grant Daycare,"1101 Highway 1241 
Dry Prong, LA 71423",Grant,Early Learning Center III
South Lafourche Head Start,"16241 East Main Street 
Cut Off, LA 70345",Lafourche,Early Learning Center III
South Plaquemines Children's Center,"34121 Highway 23 
Buras, LA 70041",Plaquemines,Early Learning Center III
South Plaquemines Head Start,"218 School Road 
Port  Sulphur , LA 70083",Plaquemines,Early Learning Center III
Southfield School,"1100 Southfield Road 
Shreveport, LA 71106",Caddo,Early Learning Center II
Southland Park Learning Center,"1001 Southland Park Drive 
Shreveport, LA 71118",Caddo,Early Learning Center III
Southside Child Development Center,"3030 Valley Creek Dr. 
Baton Rouge, LA 70808",East Baton Rouge,Early Learning Center III
Sparks Academy and Day Care,"8660 Hwy 23 
Belle Chasse, LA 70037",Plaquemines,Early Learning Center III
Spring Ridge Academy,"520 Jackson Street 
Kenner, LA 70062",Jefferson,Early Learning Center III
Springfield Head Start,"31100 Carter Cemetery Road 
Springfield, LA 70462",Livingston,Early Learning Center III
Sprinkles Early Learning Academy,"396 Britton Road 
Calhoun, LA 71225",Ouachita,Early Learning Center III
"Sprout Learning Center, LLC","12458 Hebert Road 
Gonzales, LA 70737",Ascension,Early Learning Center II
St Pius X Child Develoment Center,"4300 North Market Street 
Shreveport, LA 71107",Caddo,Early Learning Center III
St. Aloysius Child Care Center,"1957 Stuart Avenue 
Baton Rouge, LA 70808",East Baton Rouge,Early Learning Center III
St. Andrew the Apostle Roman Catholic School,"3131 Eton Street 
New Orleans , LA 70131",Orleans,Early Learning Center I
St. Andrew's Cottage,"8012 Oak Street 
New Orleans, LA 70118",Orleans,Early Learning Center II
St. Andrew's New Cottage,"8008 Oak Street 
New Orleans, LA 70118",Orleans,Early Learning Center II
St. Andrew's Pre-School,"17510 Monitor Avenue 
Baton Rouge, LA 70817",East Baton Rouge,Early Learning Center I
St. Angela Merici Preschool,"835 Melody Drive 
Metairie, LA 70002",Jefferson,Early Learning Center I
St. Ann School,"4921 Meadowdale Street 
Metairie, LA 70006",Jefferson,Early Learning Center I
St. Anne's Child Care Center,"202 E. Thompson St. 
New Iberia, LA 70560",Iberia,Early Learning Center III
St. Anthony of Padua Catholic School Daycare,"4601 Cleveland Avenue 
New Orleans, LA 70119",Orleans,Early Learning Center I
St. Augustine's Episcopal School Church dba St. Augustine's Episcopal School,"3412 Haring Road 
Metairie, LA 70006",Jefferson,Early Learning Center I
St. Christopher EEC Annex,"3911 Derbigny St. 
Metairie, LA 70001",Jefferson,Early Learning Center I
St. Clement of Rome Early Learning Center,"3978 W. Esplanade Avenue 
Metairie, LA 70002",Jefferson,Early Learning Center I
St. David Head Start Center,"1230 Lamanche Street 
New Orleans, LA 70117",Orleans,Early Learning Center III
St. Edward the Confessor School,"4901 West Metairie Avenue 
Metairie, LA 70001",Jefferson,Early Learning Center I
St. Elizabeth Ann Seton Pre-K 2&3,"4335 Sal Lentini Pkwy. 
Kenner, LA 70065",Jefferson,Early Learning Center I
St. Elizabeth School Pre-K3 Daycare,"6051 Convent Street 
Paincourtville, LA 70391",Assumption,Early Learning Center I
St. Francis Xavier School,"215 Betz Place 
Metairie, LA 70005",Jefferson,Early Learning Center I
St. George Nursery School,"10064 Kinglet Drive 
Baton Rouge, LA 70809",East Baton Rouge,Early Learning Center I
St. George's Episcopal School Preschool,"923 Napoleon Avenue 
New Orleans, LA 70115",Orleans,Early Learning Center I
St. Helena Head Start and Early Head Start,"77 Greensburg Street 
Greensburg, LA 70441",St. Helena,Early Learning Center III
St. James Early Childhood Development Center,"460 Florida Boulevard 
Baton Rouge, LA 70802",East Baton Rouge,Early Learning Center I
St. James Episcopal Day School,"901 16th Street 
Alexandria, LA 71301",Rapides,Early Learning Center I
St. James Parish Schools - Cypress Grove Montessori Head Start,"2461 North King Avenue 
Lutcher, LA 70071",St. James,Early Learning Center III
St. James Parish Schools - St. Louis Academy Head Start,"8184 Villavaso Street 
St James, LA 70086",St. James,Early Learning Center III
St. James Parish Schools: Sixth Ward Elementary Head Start Center,"3245 Valcour Aime 
Vacherie, LA 70090",St. James,Early Learning Center III
St. Jean Vianney Catholic Preschool (Learning Growth),"16166 South Harrells Ferry Road 
Baton Rouge, LA 70816",East Baton Rouge,Early Learning Center I
St. Joan of Arc Preschool,"412 Fir Street 
LaPlace, LA 70068",St. John,Early Learning Center I
St. John Berchmans Early Childhood Development Center,"2710 Gentilly Boulevard 
New Orleans, LA 70122",Orleans,Early Learning Center III
St. John Lutheran School,"3937 Canal Street 
New Orleans, LA 70119",Orleans,Early Learning Center I
St. John the Baptist Head Start Center,"1920 Clio Street 
New Orleans, LA 70113",Orleans,Early Learning Center III
St. John's Day Care Center dba St. John's Little Lambs,"600 University Drive 
Lake Charles, LA 70605",Calcasieu,Early Learning Center III
St. Jude Greenfield Child Development Center,"4700 Palmetto Road 
Benton, LA 71006",Bossier,Early Learning Center I
St. Louis King of France Catholic School,"1600 Lake Avenue 
Metairie, LA 70005",Jefferson,Early Learning Center I
St. Lucy Daycare and Child Development Center,"1224 Aycock Street 
Houma, LA 70360",Terrebonne,Early Learning Center III
St. Luke-Simpson United Methodist Childcare Center,"1500 Country Club Road, Suite B 
Lake Charles, LA 70605",Calcasieu,Early Learning Center I
St. Mark's Cathedral School,"2785 Fairfield Avenue 
Shreveport, LA 71104",Caddo,Early Learning Center I
St. Martin Sunshine Playschool,"113 Resweber Street 
St. Martinville, LA 70582",St. Martin,Early Learning Center III
St. Mary of the Angels Head Start,"2225 Congress Street 
New Orleans, LA 70117",Orleans,Early Learning Center III
St. Matthew the Apostle School,"10021 Jefferson Highway 
River Ridge, LA 70123",Jefferson,Early Learning Center I
St. Matthew's Early Learning Center,"6017 Camphor Street 
Metairie, LA 70003",Jefferson,Early Learning Center I
St. Michael's Episcopal Preschool,"4499 Sharp Road 
Mandeville, LA 70471",St. Tammany,Early Learning Center I
St. Patrick's Episcopal Day School,"1322 Church Street 
Zachary, LA 70791",East Baton Rouge,Early Learning Center III
St. Paul the Apostle Early Head Start and Head Start,"6828 Chef Menteur Highway 
New Orleans , LA 70126",Orleans,Early Learning Center III
St. Paul's Episcopal School Little Saints Learning Center,"6249 Canal Blvd. 
New Orleans, LA 70124",Orleans,Early Learning Center I
St. Paul's United Methodist Church,"1901 Lexington Avenue 
Monroe, LA 71201",Ouachita,Early Learning Center I
St. Peter Chanel School and Daycare,"2590 LA Highway 44 
Paulina, LA 70763",St. James,Early Learning Center I
St. Peter Daycare,"188 West 7th Street 
Reserve, LA 70084",St. John,Early Learning Center I
St. Philip Neri Early Learning Center,"6500 Kawanee Avenue 
Metairie, LA 70003",Jefferson,Early Learning Center I
St. Rita School,"194 Ravan Avenue 
Harahan, LA 70123",Jefferson,Early Learning Center I
St. Stephen School,"1027 Napoleon Avenue 
New Orleans, LA 70115",Orleans,Early Learning Center III
St. Therese 'Little Flower' School of Early Learning,"1233 Attakapas Drive 
Opelousas, LA 70570",St. Landry,Early Learning Center II
St. Thomas More Early Learning Center,"11441 Sherbrook Dr. 
Baton Rouge, LA 70815",East Baton Rouge,Early Learning Center I
St. Timothy Preschool - Asbury,"335 Asbury Drive 
Mandeville, LA 70471",St. Tammany,Early Learning Center I
St. Timothy's Episcopal Preschool,"1101 Belle Alliance Drive 
LaPlace, LA 70068",St. John,Early Learning Center I
Star Point Child Development Center,"1433 Airline Drive 
Bossier, LA 71112",Bossier,Early Learning Center III
Stay-N-Play Daycare and Preschool,"29530 South Poplar Street 
Livingston , LA 70754",Livingston,Early Learning Center I
"Stella Learning Center, Inc.","310 S. Hollywood Road 
Houma, LA 70360",Terrebonne,Early Learning Center III
Stellar Academy,"2716 Peter Street 
Gretna, LA 70056",Jefferson,Early Learning Center III
Step By Step Infant and Learning Center,"4232 North Boulevard 
Baton Rouge, LA 70806",East Baton Rouge,Early Learning Center III
Stepping Stone Childcare Center,"109 Crestwood Drive 
Monroe, LA 71202",Ouachita,Early Learning Center III
"Stepping Stones Academy, LLC","201 Derboune Street 
Cheneyville, LA 71325",Rapides,Early Learning Center III
Stepping Stones Children's Learning Academy,"9835 Old Hammond Highway 
Baton Rouge , LA 70816",East Baton Rouge,Early Learning Center III
Stepping Stones Daycare and Preschool,"1401 Westgate 
Lafayette, LA 70506",Lafayette,Early Learning Center II
Stepping Stones Developmental Center,"125 Choctaw Rd 
Thibodaux , LA 70301",Lafourche,Early Learning Center III
Stepping Stones Early Learning Academy,"210 E Caldwell Street 
Gonzales, LA 70737",Ascension,Early Learning Center III
Stepping Stones Early Learning Center,"218 Murrell Street 
Minden, LA 71055",Webster,Early Learning Center III
Stewart Educational & Developmental Childcare Center,"126 North Van Avenue 
Houma, LA 70363",Terrebonne,Early Learning Center III
Stonewall Learning Center of Bossier City,"943 Eatman Street 
Bossier City, LA 71111",Bossier,Early Learning Center III
"Storytime Daycare Center, LLC","40270 Adams Road 
Hammond, LA 70403",Tangipahoa,Early Learning Center II
Strawberry Castle Preschool,"190 S. 9th Street 
Ponchatoula, LA 70454",Tangipahoa,Early Learning Center III
String-A-Long-Daycare-Center,"508 South Monroe Street 
Ruston, LA 71270",Lincoln,Early Learning Center III
SU Child Development Laboratory,"Jesse N. Stone Bldg. 190 
Baton Rouge , LA 70813",East Baton Rouge,Early Learning Center III
Sugar & Spice Pre-School and Day Care Center,"34 Old Hickory 
Chalmette, LA 70043",St. Bernard,Early Learning Center III
"Sugar 'N Spice Acadiana's Preschool, Inc.","166 South Beadle Road 
Lafayette, LA 70508",Lafayette,Early Learning Center III
"Sugar 'n Spice Broussard's Preschool, Inc.","803 East Main Street 
Broussard, LA 70518",Lafayette,Early Learning Center III
"Sugar 'N Spice Carencro's Preschool, Inc.","1005 North Dugas Road 
Lafayette, LA 70507",Lafayette,Early Learning Center III
Sugar n Spice Youngsvilles Preschool Inc,"508 Lafayette Street 
Youngsville, LA 70592",Lafayette,Early Learning Center III
T.Y.D.C.C. Inc.  dba Tender Years Day Care,"420 Rocky Bayou Drive 
Pineville, LA 71360",Rapides,Early Learning Center III
Tabbi's House Early Learning Center,"611 Deer Cross Court East 
Madisonville, LA 70447",St. Tammany,Early Learning Center II
"TechKids STEM Academy, LLC","15798 Highway 43 
Greensburg, LA 70441",St. Helena,Early Learning Center III
Temple's Preschool Education Foundation,"4200 Marigny Street 
New Orleans, LA 70122",Orleans,Early Learning Center III
Tender Hearts Early Learning Center LLC,"1305 Airline Drive 
Bossier City, LA 71112",Bossier,Early Learning Center III
Tender Touch Nursery,"4980 Highway 80 
Rayville, LA 71269",Richland,Early Learning Center III
Tender Touch Nursery II,"407 Main Street 
Mangham, LA 71259",Richland,Early Learning Center III
Tender Years Child Development Center,"2490 Florida Street 
Mandeville, LA 70448",St. Tammany,Early Learning Center III
Tensas Parish Head Start,"703 Plank Road 
Saint Joseph, LA 71366",Tensas,Early Learning Center III
"Terence Daycare and Learning Center, Inc.","311 NW 2nd Street 
Reserve, LA 70084",St. John,Early Learning Center III
Terry Parkway Learning Center,"559 Terry Parkway 
Gretna, LA 70056",Jefferson,Early Learning Center III
Terrytown/Gretna Head Start Birth-5,"2315 Park Place 
Gretna, LA 70056",Jefferson,Early Learning Center III
The Academy of Early Learning,"1344 Eastridge Drive 
Slidell, LA 70458",St. Tammany,Early Learning Center III
The Academy of Early Learning,"1213 Commercial drive 
Port Allen, LA 70767",West Baton Rouge,Early Learning Center III
The Alfred G. Rayner Learning Center,"9111 Jefferson Hwy 
Baton Rouge, LA 70809",East Baton Rouge,Early Learning Center I
The Apple Tree,"510 West Maple Avenue 
Eunice, LA 70535",St. Landry,Early Learning Center III
The Bee and The Butterfly Learning Center,"40109 Abby James Road 
Prairieville, LA 70769",Ascension,Early Learning Center I
The Carriage House of Lakeview LLC,"6257 General Diaz Street 
New Orleans, LA 70124",Orleans,Early Learning Center II
